Scheme_Name	Asset_Value
-	SBI Nifty 200 Quality 30 ETF
-	SBI Nifty 50 ETF
-	SBI Nifty Bank ETF
-	SBI Nifty Consumption ETF
-	SBI Nifty IT ETF
-	SBI Nifty Next 50 ETF
-	SBI Nifty Private Bank ETF
-	SBI Nifty50 Equal Weight ETF
-	SBI Silver ETF
-	Shriram Nifty 1D Rate Liquid ETF - Growth
-	Tata Nifty 50 Exchange Traded Fund
-	Tata Nifty India Digital Exchange Traded Fund
-	Tata Nifty Private Bank Exchange Traded Fund
-	Tata Silver Exchange Traded Fund
-	UTI - BSE Sensex Next 50 Exchange Traded Fund
-	UTI Nifty Next 50 Exchange Traded Fund
-	UTI BSE Sensex ETF
-	UTI Nifty 10 yr Benchmark G-Sec ETF
-	UTI Nifty 5 yr Benchmark G-Sec ETF
-	UTI Nifty 50 ETF
-	UTI Nifty Bank ETF
-	UTI Nifty IT ETF
-	UTI Nifty Midcap 150 Exchange Traded Fund
-	UTI Silver Exchange Traded Fund
-	Zerodha Nifty 100 ETF
-	Zerodha Nifty 1D Rate Liquid ETF - Growth Option
-	Zerodha Nifty Midcap 150 ETF
-	Zerodha Silver ETF
-	ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA DIRECT GROWTH
-	ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA REGULAR GROWTH
INF209KB1F26	ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Direct - IDCW
INF209KB1F00	ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Regular - IDCW
-	Axis Children's Fund - Lock in - Direct Growth
-	Axis Children's Fund - Lock in - Direct Plan - IDCW
-	Axis Children's Fund - Lock in - Regular Growth
-	Axis Children's Fund - Lock in - Regular Plan - IDCW
-	Axis Children's Fund - No Lock in - Direct Growth
INF846K01WQ6	Axis Children's Fund - No Lock in - Direct Plan - IDCW
-	Axis Children's Fund - No Lock in - Regular Plan - Growth
INF846K01WL7	Axis Children's Fund - No Lock in - Regular Plan - IDCW
-	Baroda BNP Paribas Children's Fund - Direct Plan - Growth Option
-	Baroda BNP Paribas Children's Fund - Regular Plan - Growth Option
-	Baroda BNP Paribas Children's Fund - Regular Plan - IDCW Option
-	HDFC Childrens Fund - Direct Plan
-	HDFC Childrens Fund - Growth Plan
-	HDFC Childrens Fund Savings Plan-Direct Plan
-	HDFC Childrens Fund-Savings
-	ICICI Prudential Child Care Fund (Gift Plan) - Cumulative
-	ICICI Prudential Child Care Fund (Gift Plan) - Direct Plan - Cumulative
-	LIC MF Children's Fund-Direct Plan-Growth
-	LIC MF Children's Fund-Regular Plan-Growth
-	SBI Magnum Children's Benefit Fund - Investment Plan - Direct Plan - Growth
-	SBI Magnum Children's Benefit Fund - Investment Plan - Regular Plan - Growth
-	SBI Magnum Children's Benefit Fund - Savings Plan - DIRECT PLAN - GROWTH
-	SBI Magnum Children's Benefit Fund - Savings Plan - REGULAR PLAN - GROWTH
-	Tata Young Citizens' Fund -Regular Plan-Growth Option
-	Tata Young Citizens' Fund-Direct Plan-Growth Option
-	Union Children's Fund - Direct Plan - Growth Option
-	Union Children's Fund - Direct Plan - IDCW Option
-	Union Children's Fund - Regular Plan - Growth Option
-	Union Children's Fund - Regular Plan - IDCW Option
-	UTI Children's Equity Fund - Direct Plan - Growth Option
-	UTI Children's Equity Fund - Direct Plan - IDCW
-	UTI Children's Equity Fund - Regular Plan - Growth Option
-	UTI Children's Equity Fund - Regular Plan - IDCW
-	UTI Children's Hybrid Fund - Direct Plan
-	UTI Children's Hybrid Fund - Regular Plan
INF209KB1I49	Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct - Payout of IDCW
-	Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct Growth
INF209KB1I15	Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular - Payout of IDCW
-	Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular Growth
INF209KB1J06	Aditya Birla Sun Life Retirement Fund-The 40s Plan- Direct - Payout of IDCW
-	Aditya Birla Sun Life Retirement Fund-The 40s Plan-Direct Plan-Growth
-	Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular - Payout of IDCW
INF209KB1I72	Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular Plan-Growth
INF209KB1J63	Aditya Birla Sun Life Retirement Fund-The 50s Plan- Direct - Payout of IDCW
INF209KB1J30	Aditya Birla Sun Life Retirement Fund-The 50s Plan- Regular - Payout of IDCW
-	Aditya Birla Sun Life Retirement Fund-The 50s Plan-Direct Plan-Growth
-	Aditya Birla Sun Life Retirement Fund-The 50s Plan-Regular Plan-Growth
INF209KB1K29	Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Direct - Payout of IDCW
INF209KB1J97	Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Regular - Payout of IDCW
-	Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Direct Plan-Growth
-	Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Regular Plan-Growth
-	Axis Retirement Fund - Aggressive Plan - Direct Growth
-	Axis Retirement Fund - Aggressive Plan - Direct Plan - IDCW
-	Axis Retirement Fund - Aggressive Plan - Regular Growth
-	Axis Retirement Fund - Aggressive Plan - Regular Plan - IDCW
-	Axis Retirement Fund - Conservative Plan - Direct Growth
-	Axis Retirement Fund - Conservative Plan - Direct Plan - IDCW
-	Axis Retirement Fund - Conservative Plan - Regular Growth
-	Axis Retirement Fund - Conservative Plan - Regular Plan - IDCW
-	Axis Retirement Fund - Dynamic Plan - Direct Growth
-	Axis Retirement Fund - Dynamic Plan - Direct Plan - IDCW
-	Axis Retirement Fund - Dynamic Plan - Regular Growth
-	Axis Retirement Fund - Dynamic Plan - Regular Plan - IDCW
-	Bandhan Retirement Fund - Direct Plan - Growth
INF194KB1GW8	Bandhan Retirement Fund - Direct Plan - IDCW
-	Bandhan Retirement Fund - Regular Plan - Growth
INF194KB1GP2	Bandhan Retirement Fund - Regular Plan - IDCW
-	Baroda BNP Paribas Retirement Fund - Direct plan - Growth option
-	Baroda BNP Paribas Retirement Fund - Direct plan - IDCW option
-	Baroda BNP Paribas Retirement Fund - Regular plan - Growth option
-	Baroda BNP Paribas Retirement Fund - Regular plan - IDCW option
-	Franklin India  PENSION PLAN - Direct - Growth
INF090I01KB2	Franklin India Pension Plan - Direct - IDCW
INF090I01536	Franklin India Pension Plan - IDCW
-	Franklin India Pension Plan-Growth
-	HDFC Retirement Savings Fund - Equity Plan - Growth Option
-	HDFC Retirement Savings Fund - Equity Plan - Growth Option - Direct Plan
-	HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option
-	HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option - Direct Plan
-	HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option
-	HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option - Direct Plan
-	ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - Growth Option
-	ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - IDCW Option
-	ICICI Prudential Retirement Fund - Hybrid Aggressive - Growth Option
-	ICICI Prudential Retirement Fund - Hybrid Aggressive - IDCW Option
-	ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - Growth Option
-	ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - IDCW Option
-	ICICI Prudential Retirement Fund - Hybrid Conservative - Growth Option
-	ICICI Prudential Retirement Fund - Hybrid Conservative - IDCW Option
-	ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - Growth Option
-	ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - IDCW Option
-	ICICI Prudential Retirement Fund - Pure Debt - Growth Option
-	ICICI Prudential Retirement Fund - Pure Debt - IDCW Option
-	ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - Growth Option
-	ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - IDCW Option
-	ICICI Prudential Retirement Fund - Pure Equity - Growth Option
-	ICICI Prudential Retirement Fund - Pure Equity - IDCW Option
-	NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - Direct Plan - IDCW Option
-	NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - IDCW Option
-	Nippon India Retirement Fund- Income Generation Scheme- Direct Plan- Growth Plan - Growth Option
-	Nippon India Retirement Fund- Income Generation Scheme- Direct Plan-Growth Plan- Bonus Option
-	Nippon India Retirement Fund- Income Generation Scheme- Growth Plan- Bonus Option
-	Nippon India Retirement Fund- Income Generation Scheme-Growth Plan - Growth Option
-	NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - Direct Plan - IDCW Option
-	NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - IDCW Option
-	Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option
-	Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option
-	Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan - Growth Option
-	Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan- Bonus Option
-	PGIM India Retirement Fund - Direct Plan - Growth Option
-	PGIM India Retirement Fund - Direct Plan - IDCW Payout Option
-	PGIM India Retirement Fund - Regular Plan - Growth Option
-	PGIM India Retirement Fund - Regular Plan - IDCW Payout Option
-	SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Growth
-	SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Growth
-	SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Growth
-	SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Growth
-	SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Growth
-	SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Growth
-	SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Growth
-	SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Growth
-	SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	Tata Retirement Savings Fund- Conservative Plan-Direct Plan-Growth Option
-	Tata Retirement Savings Fund- Conservative Plan-Regular Plan-Growth Option
-	Tata Retirement Savings Fund- Moderate Plan -Direct Plan-Growth Option
-	Tata Retirement Savings Fund- Moderate Plan-Regular Plan-Growth Option
-	Tata Retirement Savings Fund - Progressive Plan -Regular Plan-Growth Option
-	Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option
-	Union Retirement Fund - Direct Plan - Growth Option
-	Union Retirement Fund - Direct Plan - IDCW Option
-	Union Retirement Fund - Regular Plan - Growth Option
-	Union Retirement Fund - Regular Plan - IDCW Option
-	UTI Retirement Fund - Regular Plan
-	UTI Retirement Fund- Direct Plan
INF174KA1DD0	Kotak Monthly Interval Plan Series 4-Direct Plan- Dividend Reinvestment
-	Kotak Monthly Interval Plan Series 4-Direct Plan- Growth
INF174KA1DC2	Kotak Monthly Interval Plan Series 4-Regular Plan- Dividend Reinvestment
-	Kotak Monthly Interval Plan Series 4-Regular Plan- Growth
-	Kotak Quarterly Interval Plan Series 12-Direct Plan-Growth
-	Kotak Quarterly Interval Plan Series 12-Regular Plan-Dividend Payout
-	Kotak Quarterly Interval Plan Series 12-Regular Plan-Growth
-	Kotak Quarterly Interval Plan Series13- Direct Plan- Dividend Payout
-	Kotak Quarterly Interval Plan Series13- Direct Plan- Growth
-	Kotak Quarterly Interval Plan Series13- Regular Plan- Dividend Payout
-	Kotak Quarterly Interval Plan Series13- Regular Plan- Growth
-	Nippon India Annual Interval Fund - Series I - Direct Plan Growth Plan - Growth
INF204K01EE2	NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - IDCW Option
INF204K01EB8	NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - RETAIL Plan - IDCW Option
-	Nippon India Interval Fund Annual Interval Fund Series-I- Growth Option
-	Nippon India Interval Fund Annual Interval Fund Series-I-Retail Plan Growth Option
-	Nippon India Interval Fund V - Series 2 - Direct Plan - Dividend Payout Option
-	Nippon India Interval Fund V - Series 2 - Direct Plan - Growth Option
-	Nippon India Interval Fund V - Series 2 - Dividend Payout Option
-	Nippon India Interval Fund V - Series 2 - Growth Option
-	Nippon India Interval Fund V- Series 1- Direct Plan- Dividend Option
-	Nippon India Interval Fund V- Series 1- Direct Plan-Growth Option
-	Nippon India Interval Fund V- Series 1- Dividend Option
-	Nippon India Interval Fund V- Series 1- Growth Option
-	Nippon India Interval Fund-Monthly Interval Fund-Series-I- Growth Option
INF204K01DA2	Nippon India Interval Fund-Monthly Interval Fund-Series-I-Institutional Plan-Dividend Option
INF204K01ZC1	NIPPON INDIA MONTHLY INTERVAL FUND - SERIES I - Direct Plan - IDCW Option
-	Nippon India Monthly Interval Fund - Series I - Direct Plan Growth Plan - Growth
INF204K01CX6	NIPPON INDIA MONTHLY INTERVAL FUND - SERIES I - IDCW Option
-	Nippon India Interval Fund-Monthly Interval Fund-Series-II -Growth Option
INF204K01DG9	Nippon India Interval Fund-Monthly Interval Fund-Series-II-Institutional Plan-Dividend Option
INF204K01ZF4	NIPPON INDIA MONTHLY INTERVAL FUND - SERIES II - Direct Plan - IDCW Option
-	Nippon India Monthly Interval Fund - Series II - Direct Plan Growth Plan - Growth
INF204K01DD6	NIPPON INDIA MONTHLY INTERVAL FUND - SERIES II - IDCW Option
INF204K01DS4	Nippon India Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan -Dividend Option
-	Nippon India Interval Fund-Quarterly Interval Fund Series-II-Growth Option
INF204K01F53	NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES II - Direct Plan - IDCW Option
-	Nippon India Quarterly Interval Fund - Series II - Direct Plan Growth Plan - Growth
INF204K01DP0	NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES II - IDCW Option
INF204K01XV6	NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - Direct Plan - IDCW Option
-	Nippon India Interval Fund - Quarterly Plan - Series I - Direct Plan Growth Plan - Growth
INF204K01DJ3	NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - IDCW Option
INF204K01DM7	NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - INSTITUTIONAL IDCW Option
-	Nippon India Interval Fund-Quarterly Interval Fund-Series-I - Growth Option
-	Nippon India Interval Fund-Quarterly Interval Fund-Series-III- Growth Option
-	Nippon India Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Growth Option
INF204K01XY0	NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - Direct Plan - IDCW Option
-	Nippon India Quarterly Interval Fund - Series III - Direct Plan Growth Plan - Growth
INF204K01DV8	NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - IDCW Option
INF204K01DY2	NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - INSTITUTIONAL IDCW Option
INF204K01M54	Nippon India Yearly Interval Fund - Series 1 - Direct Plan - Dividend Plan - Dividend Option
-	Nippon India Yearly Interval Fund - Series 1 - Direct Plan - Growth Plan - Growth Option
INF204K01M21	Nippon India Yearly Interval Fund - Series 1 - Dividend Plan - Dividend Option
-	Nippon India Yearly Interval Fund - Series 1 - Growth Plan - Growth Option
-	Reliance Interval Fund -IV -Series 2 - Direct Plan - Dividend Payout Option
-	Reliance Interval Fund -IV -Series 2 - Direct Plan - Growth Option
-	Reliance Interval Fund -IV -Series 2 - Dividend Payout Option
-	Reliance Interval Fund -IV -Series 2 - Growth Option
-	Reliance Interval Fund IV- Series 3- Direct Plan-Dividend Payout Option
-	Reliance Interval Fund IV- Series 3- Direct Plan-Growth option
-	Reliance Interval Fund IV- Series 3- Dividend Payout Option
-	Reliance Interval Fund IV- Series 3- Growth option
-	BANK OF INDIA Mid Cap Tax Fund Series 1 Direct Plan Growth
-	BANK OF INDIA Mid Cap Tax Fund Series 1 Direct Plan IDCW
-	BANK OF INDIA Mid Cap Tax Fund Series 1 Regular Plan Growth
-	BANK OF INDIA Mid Cap Tax Fund Series 1 Regular Plan IDCW
-	BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan Growth
-	BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan IDCW
-	BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan Growth
-	BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan IDCW
-	ICICI Prudential Long Term Wealth Enhancement Fund - Cumulative Option
-	ICICI Prudential Long Term Wealth Enhancement Fund - Direct Plan Cumulative Option
-	ICICI Prudential Long Term Wealth Enhancement Fund - Direct Plan IDCW Option
-	ICICI Prudential Long Term Wealth Enhancement Fund - IDCW Option
-	ICICI Prudential R.I.G.H.T. Fund Dividend
-	ICICI Prudential R.I.G.H.T. Fund Growth
-	Reliance Equity Linked Saving Fund - Series I - Dividend Plan
-	Reliance Equity Linked Saving Fund - Series I - Growth Plan
-	SBI LONG TERM ADVANTAGE FUND - SERIES I - DIRECT PLAN - GROWTH
-	SBI Long Term Advantage Fund - Series I - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI LONG TERM ADVANTAGE FUND - SERIES I - REGULAR PLAN - GROWTH
-	SBI Long Term Advantage Fund - Series I - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI LONG TERM ADVANTAGE FUND - SERIES II - DIRECT PLAN - GROWTH
-	SBI Long Term Advantage Fund - Series II - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI LONG TERM ADVANTAGE FUND - SERIES II - REGULAR PLAN - GROWTH
-	SBI Long Term Advantage Fund - Series II - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Long Term Advantage Fund - Series III - Direct Plan - Growth
-	SBI Long Term Advantage Fund - Series III - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Long Term Advantage Fund - Series III - Regular Plan - Growth
-	SBI Long Term Advantage Fund - Series III - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Long Term Advantage Fund - Series IV - Direct Plan - Growth
-	SBI Long Term Advantage Fund - Series IV - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Long Term Advantage Fund - Series IV - Regular Plan - Growth
-	SBI Long Term Advantage Fund - Series IV - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Long Term Advantage Fund - Series V - Direct Plan - Growth
-	SBI Long Term Advantage Fund - Series V - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Long Term Advantage Fund - Series V - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Long Term Advantage Fund Series V - Regular Plan - Growth
-	SBI Long Term Advantage Fund - Series VI - Direct Plan - Growth
-	SBI Long Term Advantage Fund - Series VI - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Long Term Advantage Fund - Series VI - Regular Plan - Growth
-	SBI Long Term Advantage Fund - Series VI - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI TAX ADVANTAGE FUND - SERIES II - GROWTH
-	SBI Tax Advantage Fund-Series- II - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Tax Advantage Fund - Series III - Direct Plan - Growth Option
-	SBI Tax Advantage Fund - Series III - Regular Plan - Growth
-	SBI Tax Advantage Fund-Series- III - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Tax Advantage Fund-Series- III - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	Sundaram Long Term Micro Cap Tax Advantage Fund Series III Direct Plan - Growth
-	Sundaram Long Term Micro Cap Tax Advantage Fund Series III Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)
-	Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Growth
-	Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)
-	Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Growth
-	Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)
-	Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Growth
-	Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)
-	Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Direct Plan - Growth
-	Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)
-	Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Regular Plan - Growth
-	Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)
-	Sundaram Long Term Micro Cap Tax Advantage Fund Series V Direct Plan - Growth
-	Sundaram Long Term Micro Cap Tax Advantage Fund Series V Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)
-	Sundaram Long Term Micro Cap Tax Advantage Fund Series V Regular Plan - Growth
